"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","面積（㎡）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","日本平","長町南","1H～1H30",13000000,150,"ほぼ長方形",9.5,105,"1994年","木造","住宅","","南","市道",4,"１低住専",50,80,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","萩ケ丘","愛宕橋",29,27000000,190,"ほぼ長方形",12,115,"2008年","木造","住宅","","北西","道路",6,"２中住専",60,200,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","萩ケ丘","河原町(宮城)",24,20000000,320,"ほぼ長方形",20,280,"1986年","軽量鉄骨造","住宅、共同住宅","","東","市道",5,"２中住専",60,200,"2011年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八本松","長町",18,27000000,210,"長方形",9,"","2012年","","住宅","","北東","私道",4.5,"近隣商業",80,300,"2011年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","04104","宮城県","仙台市太白区","八本松","長町一丁目",16,130000000,910,"不整形",27,960,"2001年","鉄骨造","事務所、その他","","北東","市道",20,"近隣商業",80,300,"2011年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東大野田","太子堂",26,11000000,125,"ほぼ台形",15,90,"戦前","木造","住宅","","北","市道",9,"２種住居",60,200,"2011年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東大野田","太子堂",15,30000000,170,"ほぼ長方形",13,120,"2011年","木造","住宅","","北","市道",4,"２種住居",60,200,"2011年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東大野田","太子堂",13,21000000,155,"台形",16,125,"1990年","木造","住宅","","東","道路",6,"２種住居",60,200,"2011年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",19,19000000,250,"長方形",16,110,"1995年","木造","住宅","","北","道路",6,"１種住居",60,200,"2011年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",21,16000000,190,"ほぼ長方形",16,120,"1979年","木造","住宅","","南東","市道",6.2,"１種住居",60,200,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",18,26000000,135,"不整形",6,110,"2011年","木造","住宅","","南","市道",6.5,"１種住居",60,200,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",18,27000000,135,"長方形",8.5,110,"2012年","木造","住宅","","南","市道",7.5,"１種住居",60,200,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",15,27000000,185,"不整形",13,115,"","","","","南東","市道",5,"１種住居",60,200,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",16,11000000,165,"ほぼ正方形",12,"","","","","","南西","市道",6,"１種住居",60,200,"2011年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",14,21000000,280,"不整形",5.8,190,"2004年","木造","住宅","","南西","市道",5,"１種住居",60,200,"2011年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",21,34000000,280,"袋地等",16.5,190,"2004年","木造","住宅","","南西","市道",5,"１種住居",60,200,"2011年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",15,27000000,170,"ほぼ正方形",12.7,120,"2011年","木造","住宅","","北","道路",4,"１種住居",60,200,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",25,15000000,135,"不整形","",80,"1982年","木造","住宅","","南西","私道",4.1,"１種住居",60,200,"2011年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",15,100000000,700,"長方形",35.4,920,"1991年","ＲＣ","共同住宅","","東","市道",4.5,"１種住居",60,200,"2011年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","人来田","富沢","1H～1H30",21000000,200,"長方形",13.2,100,"2011年","木造","住宅","","北西","市道",12,"１低住専",50,80,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","人来田","富沢","1H30～2H",3000000,200,"ほぼ台形","",95,"1982年","木造","住宅","","北","道路",4,"１低住専",50,80,"2011年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","人来田","富沢","1H30～2H",6000000,200,"ほぼ台形","",95,"1982年","木造","住宅","","北","道路",4,"１低住専",50,80,"2011年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","人来田","長町南","1H～1H30",9500000,180,"ほぼ長方形",12.5,85,"1979年","軽量鉄骨造","住宅","","北","市道",6,"１低住専",50,80,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","人来田","長町南","1H30～2H",19000000,220,"ほぼ長方形",11.6,115,"2011年","木造","住宅","","西","市道",6,"１低住専",50,80,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","ひより台","富沢","1H～1H30",11000000,330,"ほぼ長方形",16,110,"1973年","木造","住宅","","南東","市道",8,"１低住専",50,80,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","ひより台","長町南","1H30～2H",11000000,165,"ほぼ長方形",10,80,"1978年","木造","住宅","","北東","市道",9,"１低住専",50,80,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","名取","30分～60分",22000000,165,"ほぼ長方形","",105,"2011年","木造","","","北西","市道",6,"１低住専",50,80,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",19000000,220,"不整形","",105,"2011年","木造","住宅","","東","町道",6,"２中住専",60,150,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",18000000,180,"長方形",14,120,"1997年","木造","住宅","","北西","私道",6,"１低住専",50,80,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",9500000,210,"ほぼ長方形",15,115,"1974年","木造","住宅","","東","道路",4,"１低住専",50,80,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台",26,24000000,165,"ほぼ台形",13.5,105,"2012年","木造","住宅","","北東","市道",6,"１低住専",50,80,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",20000000,170,"不整形",3,105,"2011年","木造","住宅","","北","私道",4,"１低住専",50,60,"2011年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",22000000,260,"ほぼ長方形",14,165,"1987年","木造","住宅","","北","市道",9,"１低住専",50,80,"2011年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",21000000,180,"台形",8,105,"2011年","木造","住宅","","北西","市道",8,"２中住専",60,200,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",23000000,185,"ほぼ長方形",25.3,105,"2011年","木造","住宅","","北","市道",8,"２中住専",60,200,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",10000000,165,"台形",17,80,"1976年","木造","住宅","","南東","市道",6,"１低住専",50,80,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",22000000,210,"長方形",12,105,"2011年","木造","住宅","","南西","私道",4,"１低住専",50,80,"2011年第1四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",23000000,230,"不整形",3,105,"2011年","木造","住宅","","北西","市道",7,"１低住専",50,80,"2011年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",22000000,165,"長方形",8.7,105,"2011年","木造","住宅","","南","市道",6,"２中住専",60,200,"2011年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",20000000,170,"ほぼ長方形",8,100,"2011年","木造","住宅","","東","市道",6,"２中住専",60,200,"2011年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","二ツ沢","長町南",23,7500000,180,"長方形",16,130,"1985年","木造","住宅","","北東","私道",4,"２種住居",60,200,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","松が丘","長町南","30分～60分",26000000,210,"長方形",12.5,165,"1990年","木造","住宅","","南西","市道",5.2,"１低住専",50,80,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","松が丘","長町南","30分～60分",24000000,135,"ほぼ長方形",8.5,105,"2012年","木造","住宅","","北","市道",6,"１低住専",50,80,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","松が丘","長町南","30分～60分",24000000,135,"ほぼ長方形",8.5,105,"2012年","木造","住宅","","北","市道",6,"１低住専",50,80,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","松が丘","長町南","30分～60分",20000000,240,"長方形",17.5,135,"1977年","木造","住宅","","北東","市道",5.4,"１低住専",50,80,"2011年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","緑ケ丘","長町南",23,6000000,210,"ほぼ長方形",14,55,"1961年","木造","住宅","","北東","市道",4,"１低住専",50,80,"2011年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","緑ケ丘","長町南","30分～60分",3400000,210,"長方形",13,130,"1984年","軽量鉄骨造","共同住宅","","北東","市道",6,"２種住居",60,200,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","緑ケ丘","長町南",20,28000000,510,"ほぼ長方形",24,230,"1989年","木造","住宅","","南東","市道",6,"１低住専",50,80,"2011年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","向山","愛宕橋",15,12000000,200,"長方形",17,100,"1964年","木造","住宅","","北","市道",4,"２種住居",60,200,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","向山","愛宕橋",19,36000000,570,"ほぼ整形",40.7,380,"1975年","ＲＣ","共同住宅","","南","市道",5,"２種住居",60,200,"2011年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","茂庭","富沢","1H30～2H",74000000,910,"台形","",850,"1999年","鉄骨造","事務所","","南","市道",6,"準工業",60,200,"2011年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","茂庭","長町南","1H～1H30",690000000,"2,000㎡以上","不整形",45,"2,000㎡以上","2006年","ＲＣ","その他","","東","市道",7,"１種住居",60,200,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","茂庭台","仙台","2H～",12000000,230,"ほぼ正方形",15,125,"1989年","木造","住宅","","東","市道",6.2,"１低住専",50,80,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山香澄町","愛宕橋","30分～60分",9900000,430,"ほぼ台形",15,150,"1972年","木造","住宅","","南","市道",6,"２中住専",60,200,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山東","長町南","30分～60分",12000000,155,"長方形",9.5,110,"1983年","木造","住宅","","南西","市道",6,"１低住専",50,80,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山東","長町南","30分～60分",11000000,155,"ほぼ長方形",11.5,85,"1980年","木造","住宅","","南","私道",4,"１低住専",50,80,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山本町","愛宕橋","30分～60分",11000000,250,"ほぼ正方形",14.5,180,"","木造","住宅","","北東","市道",8,"１低住専",50,80,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山本町","長町南","30分～60分",17000000,310,"不整形",5,155,"1971年","木造","住宅","","南東","市道",8,"１低住専",50,80,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山緑町","愛宕橋",29,22000000,165,"長方形",8.6,100,"2011年","木造","住宅","","南東","市道",4,"２中住専",60,200,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山南","長町南","1H～1H30",4000000,140,"長方形",9.5,90,"1977年","木造","住宅","","南西","市道",6,"１低住専",50,80,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山弥生町","愛宕橋","30分～60分",7000000,330,"ほぼ整形",20.3,120,"1978年","木造","住宅","","南東","私道",4,"１低住専",50,80,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山弥生町","愛宕橋","30分～60分",11000000,185,"長方形",13.5,145,"1993年","木造","住宅","","北西","市道",4.7,"１低住専",50,80,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","山田上ノ台町","長町南","30分～60分",19000000,190,"ほぼ正方形",14,95,"1983年","木造","住宅","","西","市道",6,"１種住居",60,200,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","山田北前町","富沢",15,4000000,155,"ほぼ正方形",13,95,"1978年","木造","住宅","","北西","市道",3.7,"１低住専",50,80,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","山田自由ケ丘","長町南","1H～1H30",16000000,260,"長方形",11.6,100,"1975年","木造","住宅","","北","町道",6,"１低住専",50,80,"2011年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","山田本町","長町南","30分～60分",18000000,250,"ほぼ正方形",16,130,"1985年","木造","住宅","","南東","市道",6,"１種住居",60,200,"2011年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","若葉町","長町南","30分～60分",8500000,290,"ほぼ長方形",18,95,"","木造","住宅","","南西","市道",6.3,"１低住専",50,80,"2011年第3四半期",""
