"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","面積（㎡）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","若葉町","八木山動物公園",20,13000000,220,,,115,"1973年","木造",,,"北東","公道",4,"１低住専",50,80,"2024年第4四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","ひより台","八木山動物公園",,28000000,130,,,90,"2024年","木造",,,"北西","公道",6.1,"１低住専",50,80,"2024年第4四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","青山",,,34000000,220,,,115,"2024年","木造",,,"南西","公道",6,"１低住専",50,80,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","青山","八木山動物公園",15,15000000,355,,,100,"1997年","木造",,,"西","公道",4.5,"１低住専",50,80,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","金剛沢","八木山動物公園",20,32000000,175,,,105,"2014年","木造",,,"西","公道",7.4,"１低住専",50,80,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","富沢","富沢",15,44000000,95,,,105,"2024年","木造",,,"北東","公道",6,"２中住専",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","富沢","富沢",15,42000000,95,,,110,"2024年","木造",,,"北東","公道",6,"２中住専",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","長町南","長町南",10,53000000,120,,,100,"2025年","木造",,,,,,"２中住専",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","八木山香澄町",,,25000000,225,,,85,"2012年","木造",,,,,,"２種住居",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","八木山緑町","八木山動物公園",,31000000,120,,,105,"2024年","木造",,,"南西","公道",16,"２種住居",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","富沢西","富沢",25,59000000,180,,,115,"2017年","木造",,,"南東","公道",6,"２中住専",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","青山","八木山動物公園",,3000000,170,,,50,"1964年","木造",,,"北東","公道",4,"１低住専",50,80,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","青山","八木山動物公園",15,18000000,395,,,105,"1975年","木造",,,,,,"１低住専",50,80,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","青山","長町南",,22000000,120,,,95,"2025年","木造",,,,,,"１低住専",50,80,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","大谷地","長町南",,10000000,245,,,100,"1972年","木造",,,"南西","私道",4,"１低住専",50,80,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","鈎取本町","長町南",,30000000,225,,,115,"2016年","木造",,,"南西","公道",6,"１低住専",60,80,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","金剛沢","八木山動物公園",25,14000000,170,,,125,"2002年","木造",,,,,,"１低住専",50,80,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","金剛沢","八木山動物公園",,32000000,155,,,100,"2025年","木造",,,,,,"１低住専",50,80,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","金剛沢","八木山動物公園",,28000000,150,,,100,"2025年","木造",,,,,,"１低住専",50,80,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","八木山香澄町","仙台",,25000000,165,,,110,"2015年","木造",,,"東","公道",4.8,"２種住居",60,200,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","秋保町湯向","愛子","1H30～2H",14000000,365,,,125,"1979年","木造",,,"東","公道",4,"１種住居",60,200,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","青山","八木山動物公園",25,25000000,340,,,110,"1995年",,,,,"公道",4,"１低住専",50,80,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","青山","八木山動物公園",25,5300000,185,,,10,"2021年","木造",,,"北東","公道",5.2,"１低住専",50,80,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","鈎取本町","八木山動物公園","30分～60分",27000000,145,,,90,"2023年","木造",,,"東","公道",8,"１種住居",60,200,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","鈎取本町","富沢","30分～60分",24000000,145,,,85,"2024年","木造",,,,,,"１低住専",,,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","金剛沢","八木山動物公園",,31000000,170,,,115,"2024年","木造",,,,,,"１低住専",50,80,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","金剛沢","八木山動物公園",,30000000,170,,,110,"2024年","木造",,,,,,"１低住専",50,80,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","長町","長町",5,42000000,140,,,95,"1996年","木造",,,"南","公道",4,"２種住居",60,200,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","長町","長町南",5,60000000,180,,,155,"2018年","木造",,,"南","公道",4,"２種住居",60,200,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","長町","長町南",10,29000000,110,,,125,"1996年","木造",,,"北","公道",4,"近隣商業",80,300,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","八木山本町","八木山動物公園",5,46000000,300,,,135,"2006年","木造",,,"北西","公道",5.5,"１低住専",50,80,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","柳生","南仙台",,40000000,225,,,100,"2025年","木造",,,,,,"１種住居",60,200,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","富沢西","富沢",20,57000000,180,,,110,"2017年","軽量鉄骨造",,,"西","公道",6,"２中住専",60,200,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","泉崎","長町南",15,46000000,150,,,110,"2011年","木造",,,"北西","公道",6,"２中住専",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","泉崎","長町南",15,56000000,140,,,100,"2025年","木造",,,,,,"２中住専",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","大塒町","長町南",,24000000,220,,,165,"2004年","木造",,,"西","公道",8.1,"１低住専",50,80,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","中田","南仙台",10,35000000,130,,,100,"2025年","木造",,,,,,"１種住居",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","中田","南仙台",10,33000000,120,,,95,"2025年","木造",,,,,,"１種住居",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","西多賀","長町南",,32000000,160,,,110,"2007年","木造",,,"北","公道",4,"１種住居",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","西中田","南仙台",15,33000000,210,,,110,"1988年","木造",,,"南西","公道",6,"１種住居",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","西中田","南仙台",10,33000000,105,,,95,"2024年","木造",,,"南","公道",4.1,"１種住居",60,165,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","西中田","南仙台",10,33000000,110,,,100,"2024年","木造",,,"南","公道",4.1,"１種住居",60,166,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","西中田","南仙台",15,38000000,125,,,105,"2024年","木造",,,"東","公道",6.4,"１種住居",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","西中田","南仙台",5,38000000,105,,,115,"2024年","木造",,,"南","公道",5.9,"近隣商業",80,300,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","西中田","南仙台",20,35000000,280,,,120,"2009年","木造",,,"北","公道",6,"１種住居",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東大野田","太子堂",15,41000000,140,,,110,"2024年","木造",,,,"公道",4.7,"２種住居",60,190,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東大野田","太子堂",15,42000000,120,,,105,"2024年","木造",,,,"公道",4.7,"２種住居",60,188,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東大野田","太子堂",15,39000000,150,,,105,"2024年","木造",,,,"公道",4.7,"２種住居",60,188,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東大野田","太子堂",15,41000000,125,,,105,"2024年","木造",,,,"公道",4.6,"２種住居",60,184,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","袋原","南仙台",,31000000,185,,,115,"2022年","木造",,,"南東","私道",6,"１低住専",50,80,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","袋原","南仙台",25,26000000,210,,,110,"2009年","木造",,,"南","私道",4,"１低住専",50,80,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","袋原","南仙台",,16000000,155,,,95,"1984年","木造",,,"南","私道",4.2,"１低住専",50,80,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","袋原",,,18000000,200,,,100,"1984年","木造",,,"西","私道",4.2,"１低住専",50,80,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","八木山弥生町","八木山動物公園",25,33000000,225,,,100,"2025年","木造",,,"北",,4,"１低住専",50,80,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","山田自由ケ丘","八木山動物公園",,25000000,175,,,105,"2024年","木造",,,"北","公道",6,"１低住専",50,80,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東郡山","河原町(宮城)",,30000000,250,,,125,"2015年","木造",,,"西","私道",6,"１種住居",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東郡山","長町",25,29000000,110,,,95,"2024年","木造",,,"東","公道",5,"１種住居",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東郡山","長町",25,28000000,110,,,95,"2024年","木造",,,"東","公道",5,"１種住居",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東郡山","河原町(宮城)",,28000000,190,,,130,"1990年","軽量鉄骨造",,,"東","公道",6,"１種住居",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東郡山","河原町(宮城)",,38000000,235,,,115,"2025年","木造",,,"西","公道",4,"１種住居",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東中田","南仙台",,26000000,180,,,110,"2017年","木造",,,"北東","私道",4,"１種住居",60,160,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東中田","南仙台",25,29000000,345,,,85,"1976年","木造",,,,,,"１低住専",50,80,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東中田","南仙台",25,28000000,110,,,85,"2023年","木造",,,,,,"１低住専",40,60,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","泉崎","長町南",15,49000000,130,,,100,"2025年","木造",,,,,,"２中住専",60,200,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","大塒町","八木山動物公園",,27000000,225,,,125,"2016年","木造",,,"南東","公道",6,"１低住専",50,80,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","中田","南仙台",10,49000000,200,,,100,"2019年","軽量鉄骨造",,,,,,"１種住居",60,200,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","中田","南仙台",15,25000000,80,,,100,"2024年","木造",,,,,,"１種住居",60,200,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","中田","南仙台",15,28000000,85,,,100,"2024年","木造",,,,,,"１種住居",60,200,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","西多賀","長町南",20,25000000,125,,,135,"1999年","木造",,,"北東","私道",4.1,"１種住居",60,164,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","西多賀","富沢",20,31000000,115,,,95,"2020年","木造",,,"南","公道",5,"１種住居",60,200,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","西多賀","富沢",20,40000000,115,,,125,"2020年","木造",,,"南東","公道",4.4,"１種住居",60,176,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","西中田","南仙台",15,35000000,125,,,105,"2024年","木造",,,"東","公道",6.4,"１種住居",60,200,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東大野田","太子堂",15,31000000,160,,,115,"2004年","木造",,,"北東","公道",10.6,"２種住居",60,200,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",18000000,175,,,70,"1979年","木造",,,"北東","私道",4.2,"１低住専",50,80,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","袋原","南仙台",,30000000,145,,,100,"2025年","木造",,,,,,"１低住専",50,80,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","袋原","南仙台",,28000000,135,,,105,"2024年","木造",,,,"私道",,"１低住専",50,80,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","山田自由ケ丘","仙台",,26000000,125,,,95,"2024年","木造",,,"南","公道",5.9,"１低住専",50,80,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東郡山","長町",25,8000000,185,,,80,"1976年","木造",,,"西","私道",4,"１種住居",60,200,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東中田",,,26000000,165,,,105,"2013年","木造",,,"東","公道",6,"１低住専",50,80,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東中田","南仙台",15,32000000,105,,,100,"2025年","木造",,,,,,"１種住居",60,200,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東中田","南仙台",15,24000000,240,,,105,"1999年","木造",,,"北","公道",6.1,"１種住居",70,200,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東中田","南仙台",20,27000000,140,,,110,"2010年","木造",,,"南","公道",6,"１種住居",60,200,"2025年第2四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","芦の口","長町南",,17000000,250,,,190,"1993年","木造",,,"北","公道",4.9,"１低住専",50,80,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","中田","南仙台",10,38000000,175,,,120,"2025年","木造",,,"西","公道",5.9,"工業",60,200,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","中田","南仙台",15,37000000,135,,,110,"2025年","木造",,,,,,"１種住居",60,200,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","中田","南仙台",10,45000000,390,,,140,"1966年","木造",,,"西","公道",2.8,"１種住居",60,200,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","西多賀","長町南",,44000000,140,,,110,"2025年","木造",,,,"公道",6.1,"１低住専",50,80,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","西中田","南仙台",15,27000000,190,,,100,"1986年","木造",,,"北","私道",4.2,"１種住居",60,200,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","西中田","南仙台",15,42000000,190,,,130,"1998年","軽量鉄骨造",,,"東","公道",6,"１種住居",60,200,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東大野田","太子堂",15,18000000,120,,,100,"1997年","木造",,,"南東","公道",4.2,"２種住居",60,200,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","袋原","南仙台",,31000000,160,,,100,"2025年","木造",,,,,,"１低住専",50,80,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","袋原","南仙台",,29000000,145,,,100,"2025年","木造",,,,,,"１低住専",50,80,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","袋原","南仙台",,27000000,140,,,100,"2025年","木造",,,,,,"１低住専",50,80,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","袋原","南仙台",,19000000,170,,,110,"2008年","木造",,,"東","公道",6,"１低住専",50,80,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","門前町","長町一丁目",15,37000000,220,,,135,"1994年","軽量鉄骨造",,,"北西","公道",9.6,"２種住居",60,200,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","八木山弥生町","八木山動物公園",25,8500000,340,,,150,"1980年","木造",,,"南西","私道",4,"２種住居",60,200,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","八木山弥生町","仙台",,14000000,180,,,130,"2000年","木造",,,"北","公道",4,"１低住専",50,80,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東郡山","長町","30分～60分",28000000,150,,,110,"2018年","木造",,,"北東","私道",4,"１種住居",60,200,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東中田","南仙台",20,37000000,155,,,110,"2025年","木造",,,"東","私道",4,"１種住居",60,161,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東中田","河原町(宮城)",20,25000000,170,,,110,"2024年","木造",,,,,,"１低住専",50,80,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東中田","南仙台",15,25000000,105,,,95,"2025年","木造",,,,,,"１種住居",60,200,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","東中田","南仙台",20,26000000,265,,,100,"1972年","木造",,,"東","公道",6,"１種住居",,,"2025年第3四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","郡山","長町",15,44000000,120,,,95,"2024年","木造",,,"北東","公道",8.5,"近隣商業",80,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","四郎丸","南仙台",,32000000,175,,,100,"2024年","木造",,,,,,"１低住専",50,80,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","四郎丸","南仙台",,30000000,335,,,180,"1988年","木造",,,"東","私道",6.2,"２中住専",60,200,"2025年第1四半期",
"宅地(土地と建物)","成約価格情報",,"04104","宮城県","仙台市太白区","四郎丸","南仙台",,32000000,170,,,110,"2024年","木造",,,"北","私道",4,"２中住専",60,200,"2025年第1四半期",
