"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","面積（㎡）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台",29,24000000,185,"ほぼ長方形",12.5,135,"2002年","木造","住宅","その他","北西","市道",6,"１低住専",50,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","松が丘","八木山動物公園",18,27000000,145,"台形","",95,"2018年","木造","","住宅","北東","市道",6,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","松が丘","八木山動物公園",18,35000000,140,"ほぼ長方形",8,100,"2018年","木造","住宅","住宅","南","市道",8,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","松が丘","八木山動物公園",15,36000000,145,"長方形",8,105,"2018年","木造","住宅","住宅","南","市道",7.7,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","松が丘","八木山動物公園",15,24000000,140,"袋地等",3,95,"2018年","木造","住宅","住宅","北","市道",5.4,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","松が丘","八木山動物公園",13,34000000,200,"長方形",11.5,105,"2018年","木造","住宅","住宅","南西","市道",6,"１低住専",50,80,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","松が丘","八木山動物公園",13,21000000,230,"長方形",14,55,"1970年","木造","住宅","","南西","市道",6,"１低住専",50,80,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","松が丘","八木山動物公園",13,30000000,160,"ほぼ長方形",16.5,115,"2017年","木造","住宅","住宅","南東","市道",6,"１低住専",50,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","松が丘","八木山動物公園",13,20000000,120,"袋地等",2.6,90,"2017年","木造","住宅","住宅","北東","市道",5.2,"１低住専",50,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","三神峯","長町南","30分～60分",32000000,170,"長方形",10,110,"2018年","木造","住宅","","北東","市道",6,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","三神峯","長町南","30分～60分",17000000,185,"長方形",9,105,"2005年","木造","住宅","","南西","市道",5,"１低住専",50,80,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","三神峯","長町南","30分～60分",21000000,185,"長方形",9,105,"2005年","木造","住宅","住宅","南西","市道",5,"１低住専",50,80,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","緑ケ丘","長町南",24,8500000,125,"ほぼ正方形",11.3,70,"1990年","木造","共同住宅","住宅","東","市道",4.5,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","緑ケ丘","長町南",24,22000000,145,"長方形",14,105,"2004年","木造","住宅","住宅","南西","私道",4,"１低住専",50,80,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","緑ケ丘","長町南",24,21000000,130,"不整形",2.3,90,"2018年","木造","住宅","住宅","南西","市道",5,"１低住専",50,80,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","緑ケ丘","長町南",21,6000000,300,"ほぼ長方形",20,95,"1967年","木造","住宅","住宅","東","市道",5,"１低住専",50,80,"2018年第1四半期","調停・競売等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","緑ケ丘","長町南",24,18000000,210,"長方形",15,105,"2014年","木造","住宅","住宅","西","市道",4,"１低住専",50,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","緑ケ丘","長町南","30分～60分",5000000,230,"長方形","",80,"1966年","木造","住宅","住宅","北東","市道",4,"１低住専",50,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","緑ケ丘","長町南","30分～60分",24000000,175,"ほぼ台形",11.5,105,"2017年","木造","住宅","住宅","東","市道",4,"１低住専",50,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","南大野田","富沢",8,80000000,420,"台形",23.1,310,"1988年","","共同住宅","住宅","西","市道",6,"２中住専",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","向山","愛宕橋",23,14000000,430,"不整形","","","","","","住宅","南西","市道",9.3,"２中住専",60,200,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","向山","愛宕橋",11,40000000,155,"長方形",8.7,105,"","","","住宅","東","私道",4,"２種住居",60,200,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","向山","愛宕橋",20,16000000,210,"ほぼ長方形",15.6,145,"1986年","軽量鉄骨造","住宅","住宅","南東","市道",7,"２中住専",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","向山","長町一丁目","30分～60分",32000000,180,"台形",11.6,100,"2018年","木造","住宅","住宅","北東","市道",8,"商業",80,300,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","茂庭","長町南","1H30～2H",20000000,220,"不整形",5.2,95,"2018年","木造","住宅","","北","道路",4,"１種住居",60,200,"2018年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","茂庭台","葛岡","1H～1H30",11000000,220,"正方形",14.8,110,"1990年","木造","住宅","住宅","西","市道",6,"１低住専",50,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","茂庭台","仙台","2H～",17000000,240,"ほぼ長方形","",110,"1992年","軽量鉄骨造","住宅","事務所","南西","市道",6,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山香澄町","愛宕橋","30分～60分",15000000,165,"台形",9.1,125,"1982年","軽量鉄骨造","共同住宅","住宅","北","市道",4.5,"２種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山香澄町","八木山動物公園","30分～60分",14000000,165,"長方形",10,"","","木造","住宅","住宅","東","市道",5,"２種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山東","八木山動物公園",20,98000000,780,"不整形","",360,"2011年","木造","その他","その他","東","私道",4.1,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山東","八木山動物公園",20,14000000,185,"ほぼ長方形",11.7,115,"1992年","木造","住宅","住宅","北西","私道",6,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山東","八木山動物公園",27,22000000,140,"正方形",11.5,100,"2017年","木造","住宅","住宅","南東","私道",4,"１低住専",50,80,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山東","八木山動物公園",19,24000000,165,"ほぼ長方形",10,100,"2017年","木造","住宅","住宅","南西","私道",4,"１低住専",50,80,"2018年第2四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山本町","八木山動物公園",7,38000000,165,"ほぼ長方形",7.5,100,"2018年","木造","住宅","","南","市道",6,"２種住居",60,200,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山本町","八木山動物公園",7,31000000,170,"ほぼ長方形",17.8,105,"2018年","木造","住宅","住宅","南西","市道",6,"１低住専",50,80,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山本町","八木山動物公園",7,30000000,430,"長方形",17,250,"1985年","木造","住宅","住宅","南東","市道",6,"１低住専",50,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山本町","八木山動物公園",10,32000000,160,"長方形",7.6,105,"2017年","木造","住宅","住宅","南東","市道",6,"１低住専",50,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山本町","八木山動物公園",6,13000000,320,"ほぼ長方形",16,55,"1996年","木造","住宅","住宅","南","市道",6,"２種住居",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山本町","八木山動物公園",4,30000000,360,"ほぼ長方形",22,150,"1973年","木造","住宅","その他","東","市道",6,"２種住居",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山松波町","愛宕橋","30分～60分",26000000,220,"長方形",13,105,"2017年","木造","住宅","住宅","北西","市道",4,"１低住専",50,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山松波町","八木山動物公園",20,33000000,145,"ほぼ長方形",18,240,"1999年","ＲＣ","共同住宅、駐車場","住宅","南","市道",7.5,"近隣商業",80,300,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山緑町","愛宕橋",25,22000000,390,"長方形",18,135,"1977年","木造","住宅","店舗","南東","市道",4,"２中住専",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","青山","長町南",29,25000000,230,"ほぼ正方形",15.5,105,"2017年","木造","住宅","住宅","南西","市道",4.5,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山南","八木山動物公園",18,30000000,145,"長方形",11.5,100,"2017年","木造","住宅","住宅","北東","市道",6,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山南","八木山動物公園",16,29000000,145,"長方形",11.2,105,"2018年","木造","住宅","住宅","南東","市道",4,"近隣商業",80,300,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山南","八木山動物公園",16,21000000,260,"ほぼ正方形",15.6,120,"1978年","木造","住宅","住宅","南東","市道",6,"１低住専",50,80,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山南","八木山動物公園",16,30000000,160,"長方形",14.5,105,"2018年","木造","住宅","住宅","南西","市道",10.5,"近隣商業",80,300,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山南","八木山動物公園",20,25000000,140,"長方形",8.9,105,"2017年","木造","住宅","住宅","南西","市道",6,"１低住専",50,80,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山南","八木山動物公園",16,31000000,145,"ほぼ長方形",10,105,"2018年","木造","住宅","住宅","南西","市道",9,"近隣商業",80,300,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山南","八木山動物公園",18,37000000,200,"不整形","",100,"2018年","木造","住宅","住宅","南西","市道",6,"１低住専",50,80,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山南","八木山動物公園",16,27000000,165,"長方形",9.5,105,"2018年","木造","住宅","住宅","東","私道",4,"近隣商業",80,300,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山南","八木山動物公園",18,29000000,360,"台形",26,250,"1995年","軽量鉄骨造","共同住宅","その他","南西","市道",6,"１低住専",50,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山南","八木山動物公園",18,20000000,260,"長方形",18,170,"1975年","軽量鉄骨造","共同住宅","住宅","北東","市道",6,"１低住専",50,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山弥生町","愛宕橋","30分～60分",13000000,400,"ほぼ長方形",24,"","","","住宅","住宅","北西","市道",5,"１低住専",50,80,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山弥生町","八木山動物公園",20,78000000,400,"ほぼ台形",14.5,310,"2018年","木造","共同住宅","住宅","北西","市道",6,"１低住専",50,80,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","芦の口","長町南","30分～60分",43000000,210,"不整形","","","","","","","南西","市道",22,"２種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","柳生","南仙台",21,33000000,165,"不整形",3,105,"2018年","木造","住宅","住宅","東","市道",6,"１種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","柳生","南仙台",26,29000000,210,"長方形",20.5,105,"2018年","木造","住宅","住宅","南東","市道",2.7,"調整区域",60,100,"2018年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","柳生","南仙台",21,36000000,165,"長方形",9,105,"2018年","木造","住宅","住宅","西","市道",16,"１種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","柳生","南仙台",14,51000000,200,"不整形",4.1,115,"2018年","木造","住宅","住宅","南","市道",6.4,"１種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","柳生","南仙台",25,85000000,1200,"ほぼ長方形","","","","","","その他","西","市道",12,"１種住居",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","柳生","南仙台",24,34000000,115,"長方形",7.5,95,"2018年","木造","住宅","住宅","東","市道",12.5,"２種住居",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","柳生","南仙台",25,30000000,270,"長方形",13,135,"1989年","木造","住宅","住宅","西","市道",6,"１種住居",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","山田北前町","富沢","30分～60分",22000000,1000,"ほぼ長方形",20,160,"1991年","木造","住宅","住宅","西","市道",5,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","山田北前町","長町南","30分～60分",28000000,150,"ほぼ長方形",6,105,"2018年","木造","住宅","住宅","南","私道",4.5,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","山田北前町","長町南","30分～60分",8700000,380,"ほぼ長方形","",130,"1980年","木造","住宅","住宅","南西","市道",6.5,"２中住専",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","山田北前町","長町南","1H～1H30",29000000,185,"ほぼ長方形","",105,"2018年","木造","住宅","住宅","南東","私道",4,"１低住専",50,80,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","山田自由ケ丘","八木山動物公園","30分～60分",21000000,330,"ほぼ長方形","",195,"1993年","木造","","住宅","東","市道",6,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","山田自由ケ丘","八木山動物公園","30分～60分",11000000,260,"ほぼ長方形","",120,"1981年","木造","住宅","住宅","北","市道",6,"１低住専",50,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","泉崎","長町南",12,38000000,120,"ほぼ長方形",10,95,"2017年","木造","住宅","住宅","西","市道",5,"２中住専",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","泉崎","長町南",17,140000000,890,"ほぼ整形",18.5,330,"2015年","鉄骨造","事務所、その他","事務所","南西","市道",14,"２中住専",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","山田本町","長町南","30分～60分",15000000,340,"ほぼ長方形",15,150,"1979年","木造","住宅","","北東","市道",6,"１種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","山田本町","長町南","30分～60分",9300000,85,"ほぼ長方形",7.7,80,"1979年","軽量鉄骨造","店舗","住宅","北","市道",15,"１種住居",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","山田本町","長町南","30分～60分",15000000,190,"ほぼ正方形",13.7,115,"1993年","木造","住宅","住宅","南東","市道",6,"１種住居",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","若葉町","八木山動物公園",16,5000000,240,"長方形",20,"","1965年","","住宅","","南西","市道",4,"１低住専",50,80,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","若葉町","八木山動物公園",16,46000000,240,"ほぼ長方形","","","2018年","","","住宅","南西","市道",4.5,"１低住専",50,80,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","大野田","富沢",12,40000000,100,"長方形",8.7,100,"2017年","木造","住宅","住宅","東","市道",6,"２種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","鈎取","富沢",29,31000000,200,"ほぼ整形","",105,"2017年","木造","住宅","住宅","南西","市道",5,"１種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","鈎取","長町南","30分～60分",30000000,270,"ほぼ台形","",210,"1977年","木造","共同住宅","","北","市道",6,"１種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","鈎取","長町南","30分～60分",11000000,190,"ほぼ長方形",10,100,"1978年","木造","住宅","その他","西","道路",6.5,"２種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","上野山","長町南","30分～60分",27000000,175,"ほぼ台形",9,100,"2017年","木造","住宅","住宅","南","私道",5,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","上野山","長町南","30分～60分",27000000,180,"台形",14.5,"","","","","住宅","北","私道",6,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","上野山","八木山動物公園","30分～60分",13000000,220,"長方形",15,100,"1975年","木造","住宅","住宅","南","市道",9,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","恵和町","長町","30分～60分",24000000,160,"長方形",10.8,95,"2016年","木造","住宅","住宅","北東","市道",6.5,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","恵和町","長町南","30分～60分",3600000,135,"台形",14,65,"1964年","木造","住宅","住宅","北東","市道",4,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","恵和町","長町南","30分～60分",24000000,160,"長方形",11,100,"2017年","木造","住宅","住宅","南西","市道",4,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","郡山","太子堂",16,38000000,165,"長方形",14,115,"2017年","木造","住宅","住宅","西","市道",6,"２種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","郡山","太子堂",23,22000000,280,"長方形",12,80,"1997年","木造","住宅","住宅","北","市道",8,"１種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","金剛沢","長町南","30分～60分",31000000,175,"ほぼ長方形",17,130,"2018年","","住宅","","北","道路",4,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","四郎丸","南仙台","30分～60分",9500000,260,"ほぼ整形","","","","","","住宅","東","市道",5,"２中住専",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","四郎丸","南仙台","30分～60分",34000000,170,"台形",14,105,"2018年","","","住宅","西","市道",4.5,"２中住専",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","四郎丸","南仙台","30分～60分",9000000,330,"台形",16,110,"1971年","木造","住宅","住宅","南東","市道",4,"２中住専",60,200,"2017年第4四半期","関係者間取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","四郎丸","南仙台","30分～60分",24000000,165,"不整形",3.5,100,"2018年","木造","住宅","住宅","北東","私道",4,"２中住専",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","太子堂","太子堂",4,30000000,290,"ほぼ長方形",42,"","","","","","北西","市道",10,"工業",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","富沢","富沢",10,37000000,100,"長方形",6.8,95,"2017年","木造","住宅","住宅","南","市道",40,"２種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","富沢","富沢",9,34000000,115,"袋地等",9.7,95,"2017年","木造","住宅","住宅","西","市道",6,"２種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","富沢","富沢",14,35000000,140,"袋地等",2.8,95,"2017年","木造","住宅","住宅","南西","市道",6,"２中住専",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","富沢","富沢",19,42000000,200,"長方形",12.5,115,"2017年","木造","住宅","","南","区画街路",10,"２中住専",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","04104","宮城県","仙台市太白区","富沢","富沢",9,210000000,900,"長方形",45,940,"1989年","ＲＣ","共同住宅、店舗","住宅","北","市道",12,"２中住専",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","富沢","富沢",12,43000000,140,"台形",6.4,110,"2018年","木造","住宅","住宅","南","市道",6,"２中住専",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","富沢","富沢",13,44000000,150,"長方形",9.5,110,"2018年","木造","住宅","住宅","南","市道",6,"２中住専",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","富沢","富沢",21,38000000,185,"ほぼ台形",13.5,110,"2018年","木造","住宅","","東","区画街路",12,"２中住専",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","富沢","富沢",18,49000000,170,"長方形",11,120,"2018年","軽量鉄骨造","住宅","","北","道路",6,"２中住専",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","富沢","長町南",18,81000000,220,"長方形",11,220,"2018年","木造","共同住宅","住宅","東","市道",6,"２中住専",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","富田","富沢",26,28000000,175,"ほぼ長方形","",80,"2015年","木造","住宅","住宅","南","私道",6,"調整区域",60,100,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田","南仙台",19,29000000,170,"不整形","",105,"2018年","木造","住宅","住宅","東","私道",6,"１種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","長町","長町",5,710000000,520,"台形",23.5,1300,"2018年","ＲＣ","共同住宅","住宅","北西","市道",17.3,"近隣商業",80,300,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","長町","長町",8,37000000,110,"ほぼ長方形",7.3,100,"2018年","木造","住宅","住宅","南","道路",3,"２種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","長町","長町一丁目",8,35000000,100,"長方形",9.5,90,"2006年","木造","住宅","住宅","南","私道",4,"２種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","長町南","太子堂",4,49000000,65,"長方形",7.2,95,"2017年","ＲＣ","住宅","住宅","南","市道",7.5,"工業",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","長町南","長町南",6,49000000,120,"長方形",7.5,120,"2017年","木造","住宅","住宅","西","市道",6,"２種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","04104","宮城県","仙台市太白区","西多賀","長町南",21,120000000,820,"不整形","50.0m以上",310,"1986年","鉄骨造","店舗","店舗","南東","国道",36,"近隣商業",80,300,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西中田","南仙台",5,69000000,210,"長方形",12,130,"2018年","軽量鉄骨造","住宅","住宅","南","市道",12,"１種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西の平","長町","30分～60分",46000000,165,"ほぼ長方形",12,115,"2018年","","","住宅","南","私道",5,"１低住専",50,80,"2017年第4四半期",""
